house,category,constituency,district,state,representative,role,username,password
Lok Sabha,District Authority Auditor,UDAIPUR(ST),UDAIPUR(ST),Rajasthan,MANNA LAL RAWAT,District Authority Auditor,auditor_udaipur,Auditor@Udaipur2026!
Lok Sabha,Member of Parliament (Lok Sabha),UDAIPUR(ST),UDAIPUR(ST),Rajasthan,MANNA LAL RAWAT,Member of Parliament,mp_udaipur,MP@Udaipur2026!
Lok Sabha,District Authority Auditor,UDHAMPUR,UDHAMPUR,Jammu And Kashmir,Jitendra Singh,District Authority Auditor,auditor_udhampur,Auditor@Udhampur2026!
Lok Sabha,Member of Parliament (Lok Sabha),UDHAMPUR,UDHAMPUR,Jammu And Kashmir,Jitendra Singh,Member of Parliament,mp_udhampur,MP@Udhampur2026!
Lok Sabha,District Authority Auditor,UDUPI CHIKMAGALUR,UDUPI CHIKMAGALUR,Karnataka,KOTA SRINIVAS POOJARY,District Authority Auditor,auditor_udupi_chikmagalur,Auditor@UdupiChikmag2026!
Lok Sabha,Member of Parliament (Lok Sabha),UDUPI CHIKMAGALUR,UDUPI CHIKMAGALUR,Karnataka,KOTA SRINIVAS POOJARY,Member of Parliament,mp_udupi_chikmagalur,MP@UdupiChikmag2026!
Lok Sabha,District Authority Auditor,UJJAIN(SC),UJJAIN(SC),Madhya Pradesh,Shri Anil Firojiya,District Authority Auditor,auditor_ujjain,Auditor@Ujjain2026!
Lok Sabha,Member of Parliament (Lok Sabha),UJJAIN(SC),UJJAIN(SC),Madhya Pradesh,Shri Anil Firojiya,Member of Parliament,mp_ujjain,MP@Ujjain2026!
Lok Sabha,District Authority Auditor,UJJARPUR,UJJARPUR,Bihar,Nityanand Rai,District Authority Auditor,auditor_ujjarpur,Auditor@Ujjarpur2026!
Lok Sabha,Member of Parliament (Lok Sabha),UJJARPUR,UJJARPUR,Bihar,Nityanand Rai,Member of Parliament,mp_ujjarpur,MP@Ujjarpur2026!
Lok Sabha,District Authority Auditor,ULUBERIA,ULUBERIA,West Bengal,Smt Sajda Ahmed,District Authority Auditor,auditor_uluberia,Auditor@Uluberia2026!
Lok Sabha,Member of Parliament (Lok Sabha),ULUBERIA,ULUBERIA,West Bengal,Smt Sajda Ahmed,Member of Parliament,mp_uluberia,MP@Uluberia2026!
Lok Sabha,District Authority Auditor,UNNAO,UNNAO,Uttar Pradesh,Swami Sachchidanandhari Sakshi ji Maharaj,District Authority Auditor,auditor_unnao,Auditor@Unnao2026!
Lok Sabha,Member of Parliament (Lok Sabha),UNNAO,UNNAO,Uttar Pradesh,Swami Sachchidanandhari Sakshi ji Maharaj,Member of Parliament,mp_unnao,MP@Unnao2026!
Lok Sabha,District Authority Auditor,UTTARA KANNADA,UTTARA KANNADA,Karnataka,VISHWESHWAR HEGDE KAGERI,District Authority Auditor,auditor_uttara_kannada,Auditor@UttaraKannad2026!
Lok Sabha,Member of Parliament (Lok Sabha),UTTARA KANNADA,UTTARA KANNADA,Karnataka,VISHWESHWAR HEGDE KAGERI,Member of Parliament,mp_uttara_kannada,MP@UttaraKannad2026!
Lok Sabha,District Authority Auditor,VADAKARA,VADAKARA,Kerala,SHAFI PARAMBIL,District Authority Auditor,auditor_vadakara,Auditor@Vadakara2026!
Lok Sabha,Member of Parliament (Lok Sabha),VADAKARA,VADAKARA,Kerala,SHAFI PARAMBIL,Member of Parliament,mp_vadakara,MP@Vadakara2026!
Lok Sabha,District Authority Auditor,VADODARA,VADODARA,Gujarat,DR. HEMANG JOSHI,District Authority Auditor,auditor_vadodara,Auditor@Vadodara2026!
Lok Sabha,Member of Parliament (Lok Sabha),VADODARA,VADODARA,Gujarat,DR. HEMANG JOSHI,Member of Parliament,mp_vadodara,MP@Vadodara2026!
Lok Sabha,District Authority Auditor,VAISHALI,VAISHALI,Bihar,Smt Veena Devi,District Authority Auditor,auditor_vaishali,Auditor@Vaishali2026!
Lok Sabha,Member of Parliament (Lok Sabha),VAISHALI,VAISHALI,Bihar,Smt Veena Devi,Member of Parliament,mp_vaishali,MP@Vaishali2026!
Lok Sabha,District Authority Auditor,VALMIKI NAGAR,VALMIKI NAGAR,Bihar,Sunil Kumar,District Authority Auditor,auditor_valmiki_nagar,Auditor@ValmikiNagar2026!
Lok Sabha,Member of Parliament (Lok Sabha),VALMIKI NAGAR,VALMIKI NAGAR,Bihar,Sunil Kumar,Member of Parliament,mp_valmiki_nagar,MP@ValmikiNagar2026!
Lok Sabha,District Authority Auditor,VALSAD(ST),VALSAD(ST),Gujarat,DHAVAL LAXMANBHAI PATEL,District Authority Auditor,auditor_valsad,Auditor@Valsad2026!
Lok Sabha,Member of Parliament (Lok Sabha),VALSAD(ST),VALSAD(ST),Gujarat,DHAVAL LAXMANBHAI PATEL,Member of Parliament,mp_valsad,MP@Valsad2026!
Lok Sabha,District Authority Auditor,VARANASI,VARANASI,Uttar Pradesh,Shri Narendra Modi,District Authority Auditor,auditor_varanasi,Auditor@Varanasi2026!
Lok Sabha,Member of Parliament (Lok Sabha),VARANASI,VARANASI,Uttar Pradesh,Shri Narendra Modi,Member of Parliament,mp_varanasi,MP@Varanasi2026!
Lok Sabha,District Authority Auditor,VELLORE,VELLORE,Tamil Nadu,D M Kathir Anand,District Authority Auditor,auditor_vellore,Auditor@Vellore2026!
Lok Sabha,Member of Parliament (Lok Sabha),VELLORE,VELLORE,Tamil Nadu,D M Kathir Anand,Member of Parliament,mp_vellore,MP@Vellore2026!
Lok Sabha,District Authority Auditor,VIDISHA,VIDISHA,Madhya Pradesh,SHIVRAJ SINGH CHOUHAN,District Authority Auditor,auditor_vidisha,Auditor@Vidisha2026!
Lok Sabha,Member of Parliament (Lok Sabha),VIDISHA,VIDISHA,Madhya Pradesh,SHIVRAJ SINGH CHOUHAN,Member of Parliament,mp_vidisha,MP@Vidisha2026!
Lok Sabha,District Authority Auditor,VIJAYAWADA,VIJAYAWADA,Andhra Pradesh,Sivanath Kesineni,District Authority Auditor,auditor_vijayawada,Auditor@Vijayawada2026!
Lok Sabha,Member of Parliament (Lok Sabha),VIJAYAWADA,VIJAYAWADA,Andhra Pradesh,Sivanath Kesineni,Member of Parliament,mp_vijayawada,MP@Vijayawada2026!
Lok Sabha,District Authority Auditor,VILUPPURAM(SC),VILUPPURAM(SC),Tamil Nadu,D Ravikumar,District Authority Auditor,auditor_viluppuram,Auditor@Viluppuram2026!
Lok Sabha,Member of Parliament (Lok Sabha),VILUPPURAM(SC),VILUPPURAM(SC),Tamil Nadu,D Ravikumar,Member of Parliament,mp_viluppuram,MP@Viluppuram2026!
Lok Sabha,District Authority Auditor,VIRUDHUNAGAR,VIRUDHUNAGAR,Tamil Nadu,Manickam Tagore B,District Authority Auditor,auditor_virudhunagar,Auditor@Virudhunagar2026!
Lok Sabha,Member of Parliament (Lok Sabha),VIRUDHUNAGAR,VIRUDHUNAGAR,Tamil Nadu,Manickam Tagore B,Member of Parliament,mp_virudhunagar,MP@Virudhunagar2026!
Lok Sabha,District Authority Auditor,VISAKHAPATNAM,VISAKHAPATNAM,Andhra Pradesh,Sribharat MathuKumli,District Authority Auditor,auditor_visakhapatnam,Auditor@Visakhapatna2026!
Lok Sabha,Member of Parliament (Lok Sabha),VISAKHAPATNAM,VISAKHAPATNAM,Andhra Pradesh,Sribharat MathuKumli,Member of Parliament,mp_visakhapatnam,MP@Visakhapatna2026!
Lok Sabha,District Authority Auditor,VIZIANAGARAM,VIZIANAGARAM,Andhra Pradesh,Appalanaidu Kalisetti,District Authority Auditor,auditor_vizianagaram,Auditor@Vizianagaram2026!
Lok Sabha,Member of Parliament (Lok Sabha),VIZIANAGARAM,VIZIANAGARAM,Andhra Pradesh,Appalanaidu Kalisetti,Member of Parliament,mp_vizianagaram,MP@Vizianagaram2026!
Lok Sabha,District Authority Auditor,WARANGEL(SC),WARANGEL(SC),Telangana,KADIYAM KAVYA,District Authority Auditor,auditor_warangel,Auditor@Warangel2026!
Lok Sabha,Member of Parliament (Lok Sabha),WARANGEL(SC),WARANGEL(SC),Telangana,KADIYAM KAVYA,Member of Parliament,mp_warangel,MP@Warangel2026!
Lok Sabha,District Authority Auditor,WARDHA,WARDHA,Maharashtra,AMAR SHARADRAO KALE,District Authority Auditor,auditor_wardha,Auditor@Wardha2026!
Lok Sabha,Member of Parliament (Lok Sabha),WARDHA,WARDHA,Maharashtra,AMAR SHARADRAO KALE,Member of Parliament,mp_wardha,MP@Wardha2026!
Lok Sabha,District Authority Auditor,WAYANAD,WAYANAD,Kerala,Priyanka Gandhi Vadra,District Authority Auditor,auditor_wayanad,Auditor@Wayanad2026!
Lok Sabha,Member of Parliament (Lok Sabha),WAYANAD,WAYANAD,Kerala,Priyanka Gandhi Vadra,Member of Parliament,mp_wayanad,MP@Wayanad2026!
Lok Sabha,District Authority Auditor,WEST DELHI,WEST DELHI,Delhi,Kamaljeet Sehrawat,District Authority Auditor,auditor_west_delhi,Auditor@WestDelhi2026!
Lok Sabha,Member of Parliament (Lok Sabha),WEST DELHI,WEST DELHI,Delhi,Kamaljeet Sehrawat,Member of Parliament,mp_west_delhi,MP@WestDelhi2026!
Lok Sabha,District Authority Auditor,YAVATMAL-WASHIM,YAVATMAL-WASHIM,Maharashtra,Sanjay Uttamrao Deshmukh,District Authority Auditor,auditor_yavatmal_washim,Auditor@YavatmalWash2026!
Lok Sabha,Member of Parliament (Lok Sabha),YAVATMAL-WASHIM,YAVATMAL-WASHIM,Maharashtra,Sanjay Uttamrao Deshmukh,Member of Parliament,mp_yavatmal_washim,MP@YavatmalWash2026!
Lok Sabha,District Authority Auditor,ZAHIRABAD,ZAHIRABAD,Telangana,SURESH KUMAR SHETKAR,District Authority Auditor,auditor_zahirabad,Auditor@Zahirabad2026!
Lok Sabha,Member of Parliament (Lok Sabha),ZAHIRABAD,ZAHIRABAD,Telangana,SURESH KUMAR SHETKAR,Member of Parliament,mp_zahirabad,MP@Zahirabad2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Andhra Pradesh,Andhra Pradesh,Shri Bhashyam Rama Krishna,Member of Parliament,rs_shri_bhashyam_rama_krishna,RS@ShriBhashyam2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Andhra Pradesh,Andhra Pradesh,Shri Golla Baburao,Member of Parliament,rs_shri_golla_baburao,RS@ShriGollaBab2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Andhra Pradesh,Andhra Pradesh,Shri Lingamaneni Ramesh,Member of Parliament,rs_shri_lingamaneni_ramesh,RS@ShriLingaman2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Andhra Pradesh,Andhra Pradesh,Shri Masthan Rao Yadav Beedha,Member of Parliament,rs_shri_masthan_rao_yadav_beedha,RS@ShriMasthanR2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Andhra Pradesh,Andhra Pradesh,Shri Meda Raghunadha Reddy,Member of Parliament,rs_shri_meda_raghunadha_reddy,RS@ShriMedaRagh2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Andhra Pradesh,Andhra Pradesh,Shri Paka Venkata Satyanarayana,Member of Parliament,rs_shri_paka_venkata_satyanarayana,RS@ShriPakaVenk2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Andhra Pradesh,Andhra Pradesh,Shri Ryaga Krishnaiah,Member of Parliament,rs_shri_ryaga_krishnaiah,RS@ShriRyagaKri2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Andhra Pradesh,Andhra Pradesh,Shri S Niranjan Reddy,Member of Parliament,rs_shri_s_niranjan_reddy,RS@ShriSNiranja2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Andhra Pradesh,Andhra Pradesh,Shri Sana Sathish Babu,Member of Parliament,rs_shri_sana_sathish_babu,RS@ShriSanaSath2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Nominated Rajya Sabha,Andhra Pradesh,Andhra Pradesh,Shri V. Vijayendra Prasad,Member of Parliament,rs_shri_v_vijayendra_prasad,RS@ShriVVijayen2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Andhra Pradesh,Andhra Pradesh,Shri Vijay Chintakayala,Member of Parliament,rs_shri_vijay_chintakayala,RS@ShriVijayChi2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Andhra Pradesh,Andhra Pradesh,Shri Yerram Venkata Subba Reddy,Member of Parliament,rs_shri_yerram_venkata_subba_reddy,RS@ShriYerramVe2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Arunachal Pradesh,Arunachal Pradesh,Shri Tai Tagak,Member of Parliament,rs_shri_tai_tagak,RS@ShriTaiTagak2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Assam,Assam,Shri Birendra Prasad Baishya,Member of Parliament,rs_shri_birendra_prasad_baishya,RS@ShriBirendra2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Assam,Assam,Shri Jogen Mohan,Member of Parliament,rs_shri_jogen_mohan,RS@ShriJogenMoh2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Assam,Assam,Shri Kanad Purkayastha,Member of Parliament,rs_shri_kanad_purkayastha,RS@ShriKanadPur2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Assam,Assam,Shri Pabitra Margherita,Member of Parliament,rs_shri_pabitra_margherita,RS@ShriPabitraM2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Assam,Assam,Shri Pramod Boro,Member of Parliament,rs_shri_pramod_boro,RS@ShriPramodBo2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Assam,Assam,Shri Rwngwra Narzary,Member of Parliament,rs_shri_rwngwra_narzary,RS@ShriRwngwraN2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Assam,Assam,Shri Terash Gowalla,Member of Parliament,rs_shri_terash_gowalla,RS@ShriTerashGo2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Bihar,Bihar,Dr. Bhim Singh,Member of Parliament,rs_dr_bhim_singh,RS@DrBhimSingh2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Bihar,Bihar,Dr. Dharmshila Gupta,Member of Parliament,rs_dr_dharmshila_gupta,RS@DrDharmshila2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Bihar,Bihar,Dr. Faiyaz Ahmad,Member of Parliament,rs_dr_faiyaz_ahmad,RS@DrFaiyazAhma2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Bihar,Bihar,Prof. Manoj Kumar Jha,Member of Parliament,rs_prof_manoj_kumar_jha,RS@ProfManojKum2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Bihar,Bihar,Shri Akhilesh Prasad Singh,Member of Parliament,rs_shri_akhilesh_prasad_singh,RS@ShriAkhilesh2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Bihar,Bihar,Shri Khiru Mahto,Member of Parliament,rs_shri_khiru_mahto,RS@ShriKhiruMah2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Bihar,Bihar,Shri Manan Kumar Mishra,Member of Parliament,rs_shri_manan_kumar_mishra,RS@ShriMananKum2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Bihar,Bihar,Shri Nitin Nabin,Member of Parliament,rs_shri_nitin_nabin,RS@ShriNitinNab2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Bihar,Bihar,Shri Ram Nath Thakur,Member of Parliament,rs_shri_ram_nath_thakur,RS@ShriRamNathT2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Bihar,Bihar,Shri Sanjay Kumar Jha,Member of Parliament,rs_shri_sanjay_kumar_jha,RS@ShriSanjayKu2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Bihar,Bihar,Shri Sanjay Yadav,Member of Parliament,rs_shri_sanjay_yadav,RS@ShriSanjayYa2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Bihar,Bihar,Shri Satish Chandra Dubey,Member of Parliament,rs_shri_satish_chandra_dubey,RS@ShriSatishCh2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Bihar,Bihar,Shri Shambhu Sharan Patel,Member of Parliament,rs_shri_shambhu_sharan_patel,RS@ShriShambhuS2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Bihar,Bihar,Shri Shivesh Kumar,Member of Parliament,rs_shri_shivesh_kumar,RS@ShriShiveshK2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Bihar,Bihar,Shri Upendra Kushwaha,Member of Parliament,rs_shri_upendra_kushwaha,RS@ShriUpendraK2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Nominated Rajya Sabha,Chandigarh,Chandigarh,Shri Satnam Singh Sandhu,Member of Parliament,rs_shri_satnam_singh_sandhu,RS@ShriSatnamSi2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Chhattisgarh,Chhattisgarh,Shri Devendra Pratap Singh,Member of Parliament,rs_shri_devendra_pratap_singh,RS@ShriDevendra2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Chhattisgarh,Chhattisgarh,Shri Rajeev Shukla,Member of Parliament,rs_shri_rajeev_shukla,RS@ShriRajeevSh2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Chhattisgarh,Chhattisgarh,Smt. Laxmi Verma,Member of Parliament,rs_smt_laxmi_verma,RS@SmtLaxmiVerm2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Chhattisgarh,Chhattisgarh,Smt. Phulo Devi Netam,Member of Parliament,rs_smt_phulo_devi_netam,RS@SmtPhuloDevi2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Chhattisgarh,Chhattisgarh,Smt. Ranjeet Ranjan,Member of Parliament,rs_smt_ranjeet_ranjan,RS@SmtRanjeetRa2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Nominated Rajya Sabha,Delhi,Delhi,Dr. Meenakshi Jain,Member of Parliament,rs_dr_meenakshi_jain,RS@DrMeenakshiJ2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Delhi,Delhi,Ms. Swati Maliwal,Member of Parliament,rs_ms_swati_maliwal,RS@MsSwatiMaliw2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Delhi,Delhi,Shri Narain Dass Gupta,Member of Parliament,rs_shri_narain_dass_gupta,RS@ShriNarainDa2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Delhi,Delhi,Shri Sanjay Singh,Member of Parliament,rs_shri_sanjay_singh,RS@ShriSanjaySi2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Goa,Goa,Shri Sadanand Mhalu Shet Tanavade,Member of Parliament,rs_shri_sadanand_mhalu_shet_tanavade,RS@ShriSadanand2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Gujarat,Gujarat,Dr. Mukeshbhai J. Rathwa,Member of Parliament,rs_dr_mukeshbhai_j_rathwa,RS@DrMukeshbhai2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Gujarat,Gujarat,Dr. Parmar Jashvantsinh Salamsinh,Member of Parliament,rs_dr_parmar_jashvantsinh_salamsinh,RS@DrParmarJash2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Gujarat,Gujarat,Shri Babubhai Jesangbhai Desai,Member of Parliament,rs_shri_babubhai_jesangbhai_desai,RS@ShriBabubhai2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Gujarat,Gujarat,Shri Govindbhai Laljibhai Dholakia,Member of Parliament,rs_shri_govindbhai_laljibhai_dholakia,RS@ShriGovindbh2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Gujarat,Gujarat,Shri Jagat Prakash Nadda,Member of Parliament,rs_shri_jagat_prakash_nadda,RS@ShriJagatPra2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Gujarat,Gujarat,Shri Kesridevsinh Jhala,Member of Parliament,rs_shri_kesridevsinh_jhala,RS@ShriKesridev2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Gujarat,Gujarat,Shri Mayankkumar Nayak,Member of Parliament,rs_shri_mayankkumar_nayak,RS@ShriMayankku2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Gujarat,Gujarat,Shri Rajesh Parmanand Shukla,Member of Parliament,rs_shri_rajesh_parmanand_shukla,RS@ShriRajeshPa2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Gujarat,Gujarat,Shri S. Jaishankar,Member of Parliament,rs_shri_s_jaishankar,RS@ShriSJaishan2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Haryana,Haryana,Shri Karamvir Singh Singh Boudh,Member of Parliament,rs_shri_karamvir_singh_singh_boudh,RS@ShriKaramvir2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Haryana,Haryana,Shri Kartikeya Sharma,Member of Parliament,rs_shri_kartikeya_sharma,RS@ShriKartikey2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Haryana,Haryana,Shri Sanjay Bhatia,Member of Parliament,rs_shri_sanjay_bhatia,RS@ShriSanjayBh2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Haryana,Haryana,Shri Subhash Barala,Member of Parliament,rs_shri_subhash_barala,RS@ShriSubhashB2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Haryana,Haryana,Smt. Rekha Sharma,Member of Parliament,rs_smt_rekha_sharma,RS@SmtRekhaShar2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Himachal Pradesh,Himachal Pradesh,Dr. Sikander Kumar,Member of Parliament,rs_dr_sikander_kumar,RS@DrSikanderKu2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Himachal Pradesh,Himachal Pradesh,Shri Anurag Sharma,Member of Parliament,rs_shri_anurag_sharma,RS@ShriAnuragSh2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Himachal Pradesh,Himachal Pradesh,Shri Harsh Mahajan,Member of Parliament,rs_shri_harsh_mahajan,RS@ShriHarshMah2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Jammu And Kashmir,Jammu And Kashmir,Shri Chowdry Mohammad Ramzan,Member of Parliament,rs_shri_chowdry_mohammad_ramzan,RS@ShriChowdryM2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Nominated Rajya Sabha,Jammu And Kashmir,Jammu And Kashmir,Shri Gulam Ali,Member of Parliament,rs_shri_gulam_ali,RS@ShriGulamAli2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Jammu And Kashmir,Jammu And Kashmir,Shri Gurwinder Singh Oberoi,Member of Parliament,rs_shri_gurwinder_singh_oberoi,RS@ShriGurwinde2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Jammu And Kashmir,Jammu And Kashmir,Shri Sajjad Ahmad Kichloo,Member of Parliament,rs_shri_sajjad_ahmad_kichloo,RS@ShriSajjadAh2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Jammu And Kashmir,Jammu And Kashmir,Shri Sat Paul Sharma,Member of Parliament,rs_shri_sat_paul_sharma,RS@ShriSatPaulS2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Jharkhand,Jharkhand,Dr. Sarfraz Ahmad,Member of Parliament,rs_dr_sarfraz_ahmad,RS@DrSarfrazAhm2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Jharkhand,Jharkhand,Parimal Nathwani,Member of Parliament,rs_parimal_nathwani,RS@ParimalNathw2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Jharkhand,Jharkhand,Shri Aditya Prasad,Member of Parliament,rs_shri_aditya_prasad,RS@ShriAdityaPr2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Jharkhand,Jharkhand,Shri Baidyanath Ram,Member of Parliament,rs_shri_baidyanath_ram,RS@ShriBaidyana2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Jharkhand,Jharkhand,Shri Pradip Kumar Varma,Member of Parliament,rs_shri_pradip_kumar_varma,RS@ShriPradipKu2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Jharkhand,Jharkhand,Smt. Mahua Maji,Member of Parliament,rs_smt_mahua_maji,RS@SmtMahuaMaji2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Nominated Rajya Sabha,Karnataka,Karnataka,Dr. Dharmasthala Veerendra Heggade,Member of Parliament,rs_dr_dharmasthala_veerendra_heggade,RS@DrDharmastha2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Karnataka,Karnataka,Dr. Syed Naseer Hussain,Member of Parliament,rs_dr_syed_naseer_hussain,RS@DrSyedNaseer2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Karnataka,Karnataka,Shri Ajay Makan,Member of Parliament,rs_shri_ajay_makan,RS@ShriAjayMaka2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Karnataka,Karnataka,Shri G.C. Chandrashekhar,Member of Parliament,rs_shri_g_c_chandrashekhar,RS@ShriGCChandr2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Karnataka,Karnataka,Shri Jaggesh,Member of Parliament,rs_shri_jaggesh,RS@ShriJaggesh2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Karnataka,Karnataka,Shri Jairam Ramesh,Member of Parliament,rs_shri_jairam_ramesh,RS@ShriJairamRa2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Karnataka,Karnataka,Shri Lahar Singh Siroya,Member of Parliament,rs_shri_lahar_singh_siroya,RS@ShriLaharSin2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Karnataka,Karnataka,Shri M. Nagaraja,Member of Parliament,rs_shri_m_nagaraja,RS@ShriMNagaraj2026!
Rajya Sabha,Member of Parliament (Rajya Sabha),Sitting Rajya Sabha,Karnataka,Karnataka,Shri Mallikarjun Kharge,Member of Parliament,rs_shri_mallikarjun_kharge,RS@ShriMallikar2026!
